Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Luxembourg,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1500,,1000 ,<1000 , 1600,,1200 ,<1000 , 1800,,1400 ,<1000 , 1900,,1500 ,1100 , 2100,,1800 ,1300 , 2300,,1900 ,1400 , 2500,,2100 ,1600 , 2600,,2300 ,1700 , 2800,,2500 ,1800 , 3100,,2600 ,2000 , 3300,,2700 ,2000 , 3600,,2900 ,2100 , 3800,,3100 ,2200 , 4200,,3100 ,2100 , 4400,,3100 ,2100 , 4700,
Malawi,19 000 ,15 000 , 22 000,,24 000 ,20 000 , 28 000,,30 000 ,26 000 , 35 000,,37 000 ,32 000 , 43 000,,42 000 ,37 000 , 49 000,,46 000 ,41 000 , 54 000,,52 000 ,47 000 , 61 000,,58 000 ,52 000 , 67 000,,63 000 ,58 000 , 73 000,,68 000 ,62 000 , 78 000,,72 000 ,65 000 , 82 000,,75 000 ,68 000 , 85 000,,77 000 ,71 000 , 87 000,,79 000 ,73 000 , 89 000,,78 000 ,71 000 , 88 000,,74 000 ,68 000 , 83 000,,67 000 ,62 000 , 76 000,,59 000 ,54 000 , 68 000,,50 000 ,44 000 , 58 000,,42 000 ,37 000 , 51 000,,37 000 ,32 000 , 45 000,,32 000 ,27 000 , 40 000,,28 000 ,24 000 , 35 000,,24 000 ,20 000 , 30 000,,22 000 ,18 000 , 28 000,,20 000 ,17 000 , 26 000,,19 000 ,16 000 , 24 000,,18 000 ,16 000 , 22 000,,16 000 ,14 000 , 20 000,,14 000 ,12 000 , 18 000,,13 000 ,11 000 , 17 000,,12 000 ,11 000 , 16 000,,12 000 ,10 000 , 15 000,,11 000 ,9400 , 14 000,
Malaysia,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1200 ,<1000 , 1400,,1600 ,1300 , 1800,,1900 ,1500 , 2200,,2300 ,1800 , 2600,,2600 ,2100 , 3100,,2900 ,2400 , 3400,,3200 ,2600 , 3700,,3500 ,2900 , 4000,,3600 ,3000 , 4200,,3500 ,2900 , 4000,,3400 ,2800 , 3900,,3300 ,2700 , 3900,,3300 ,2700 , 3900,,3300 ,2700 , 3900,,3300 ,2700 , 3900,,3400 ,2700 , 4000,,3400 ,2800 , 4000,,3500 ,2900 , 4100,,3700 ,3100 , 4300,,3900 ,3200 , 4500,,4000 ,3400 , 4600,,3800 ,3300 , 4400,,3500 ,3000 , 4000,,3000 ,2500 , 3400,,2500 ,2100 , 3000,,2500 ,2000 , 3000,,2500 ,2000 , 3000,,2400 ,1900 , 2900,,2300 ,1900 , 2900,,2500 ,2000 , 3100,,2500 ,2000 , 3100,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,2200 ,<1000 , 5400,,2700 ,1100 , 6500,,3300 ,1600 , 7400,,3900 ,2100 , 8100,,4600 ,2600 , 8700,,5200 ,3200 , 9100,,5800 ,3800 , 9600,,6300 ,4400 , 9900,,6800 ,4900 , 10 000,,7300 ,5400 , 10 000,,7800 ,5900 , 11 000,,8200 ,6400 , 11 000,,8400 ,6800 , 11 000,,8600 ,7000 , 11 000,,8300 ,6900 , 10 000,,8300 ,6900 , 10 000,,7900 ,6600 , 9600,,6800 ,5600 , 8600,,6300 ,5100 , 7900,,6000 ,4700 , 7500,,5800 ,4400 , 7200,,5500 ,4100 , 6800,,5500 ,4200 , 6900,,5900 ,4600 , 7300,,6100 ,4800 , 7600,,6000 ,4700 , 7400,,5800 ,4400 , 7200,,5700 ,4200 , 7100,,5600 ,4000 , 7000,,5600 ,4000 , 7100,,5400 ,3900 , 7000,,5100 ,3500 , 6700,,4900 ,3300 , 6600,,4400 ,3000 , 6100,
Malta,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Mauritania,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Mexico,<1000 ,<500 , 1500,,1300 ,<1000 , 1900,,1700 ,<1000 , 2300,,2100 ,1200 , 2900,,2600 ,1800 , 3400,,2900 ,2100 , 3600,,3000 ,2200 , 3700,,3400 ,2700 , 4100,,4000 ,3200 , 4600,,4600 ,3800 , 5300,,4900 ,4200 , 5600,,4800 ,4200 , 5500,,4800 ,4100 , 5500,,4600 ,3900 , 5300,,4500 ,3800 , 5300,,4700 ,3900 , 5500,,4600 ,3800 , 5500,,4400 ,3600 , 5200,,4400 ,3500 , 5200,,4400 ,3500 , 5300,,4600 ,3600 , 5500,,4800 ,3800 , 5800,,4700 ,3700 , 5700,,4700 ,3600 , 5700,,5000 ,3700 , 6000,,4900 ,3600 , 5900,,4800 ,3600 , 5900,,5200 ,3800 , 6400,,5400 ,4000 , 6600,,5300 ,3800 , 6700,,5200 ,3800 , 6600,,4900 ,3500 , 6200,,4900 ,3500 , 6500,,5100 ,3600 , 6700,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Montenegro,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Morocco,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Mozambique,4600 ,3100 , 6600,,6200 ,4400 , 8500,,8200 ,6000 , 11 000,,11 000 ,8200 , 14 000,,14 000 ,11 000 , 18 000,,18 000 ,15 000 , 23 000,,23 000 ,19 000 , 28 000,,28 000 ,24 000 , 34 000,,34 000 ,30 000 , 41 000,,41 000 ,36 000 , 48 000,,47 000 ,41 000 , 55 000,,54 000 ,48 000 , 64 000,,62 000 ,55 000 , 72 000,,68 000 ,61 000 , 79 000,,75 000 ,66 000 , 85 000,,79 000 ,71 000 , 91 000,,80 000 ,72 000 , 93 000,,75 000 ,67 000 , 87 000,,71 000 ,63 000 , 83 000,,69 000 ,61 000 , 82 000,,71 000 ,63 000 , 84 000,,71 000 ,62 000 , 84 000,,74 000 ,64 000 , 88 000,,71 000 ,63 000 , 84 000,,62 000 ,56 000 , 73 000,,54 000 ,49 000 , 65 000,,50 000 ,44 000 , 60 000,,48 000 ,42 000 , 57 000,,46 000 ,40 000 , 56 000,,49 000 ,42 000 , 60 000,,50 000 ,43 000 , 61 000,,51 000 ,44 000 , 60 000,,49 000 ,43 000 , 56 000,,44 000 ,38 000 , 51 000,
Myanmar,<200 ,<200 , <200,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1600 ,1300 , 1900,,2200 ,1800 , 2600,,3000 ,2500 , 3400,,3800 ,3200 , 4400,,4600 ,4000 , 5300,,5600 ,4800 , 6400,,6600 ,5700 , 7600,,7700 ,6700 , 8800,,8800 ,7700 , 10 000,,9900 ,8700 , 11 000,,11 000 ,9700 , 12 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,10 000 , 13 000,,11 000 ,9700 , 13 000,,10 000 ,9100 , 12 000,,9700 ,8200 , 11 000,,9000 ,7400 , 11 000,,8300 ,6600 , 10 000,,7700 ,5800 , 9900,,7300 ,5400 , 9900,,7000 ,4800 , 9900,,6600 ,4400 , 9600,,6200 ,4000 , 9100,,6200 ,4000 , 9300,,6400 ,4100 , 9600,
Namibia,<1000 ,<1000 , <1000,,1100 ,<1000 , 1400,,1600 ,1400 , 2000,,2200 ,1900 , 2700,,3000 ,2700 , 3700,,4000 ,3500 , 4800,,5100 ,4500 , 6100,,6300 ,5600 , 7400,,7600 ,6800 , 8900,,9000 ,8000 , 10 000,,10 000 ,9300 , 12 000,,12 000 ,10 000 , 13 000,,13 000 ,12 000 , 15 000,,14 000 ,12 000 , 16 000,,14 000 ,12 000 , 16 000,,13 000 ,11 000 , 15 000,,11 000 ,9600 , 12 000,,8600 ,7600 , 10 000,,6800 ,5900 , 8100,,5900 ,5000 , 7200,,5500 ,4600 , 6700,,5100 ,4400 , 6200,,5000 ,4300 , 6100,,4700 ,4000 , 5800,,4500 ,3700 , 5800,,5000 ,4200 , 6400,,5000 ,4200 , 6300,,5200 ,4300 , 6500,,4900 ,4100 , 6000,,4600 ,3900 , 5600,,4200 ,3600 , 5000,,3900 ,3300 , 4700,,3700 ,3100 , 4500,,3700 ,3000 , 4400,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1200,,1300 ,1100 , 1500,,1600 ,1400 , 1800,,1800 ,1600 , 2000,,1900 ,1700 , 2200,,2000 ,1700 , 2300,,1900 ,1600 , 2200,,1800 ,1500 , 2100,,1700 ,1400 , 2000,,1600 ,1400 , 1900,,1600 ,1300 , 1800,,1500 ,1200 , 1800,,1400 ,1100 , 1600,,1300 ,1000 , 1500,,1200 ,<1000 , 1400,,1100 ,<1000 , 1300,,<1000 ,<1000 , 1100,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<200 , <500,
Netherlands,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,... ,... , ...,
New Zealand,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Nicaragua,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<100 , <500,
Niger,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,1100 ,<1000 , 1400,,1400 ,1100 , 1800,,1800 ,1400 , 2200,,2200 ,1800 , 2700,,2600 ,2200 , 3200,,3000 ,2600 , 3700,,3400 ,2900 , 4100,,3700 ,3200 , 4500,,4100 ,3500 , 4900,,4300 ,3700 , 5200,,4500 ,3900 , 5300,,4600 ,4100 , 5400,,4500 ,4000 , 5300,,4300 ,3800 , 5000,,4000 ,3500 , 4700,,3900 ,3400 , 4500,,3200 ,2700 , 3800,,2500 ,2000 , 3000,,2300 ,1900 , 2800,,2000 ,1600 , 2500,,1900 ,1500 , 2300,,1800 ,1500 , 2200,,1900 ,1500 , 2300,,1600 ,1300 , 1900,,1400 ,1200 , 1700,,1300 ,1100 , 1500,,1100 ,<1000 , 1400,,1100 ,<1000 , 1300,,1100 ,<1000 , 1300,,1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,
Nigeria,22 000 ,18 000 , 29 000,,28 000 ,23 000 , 36 000,,35 000 ,29 000 , 45 000,,43 000 ,36 000 , 53 000,,51 000 ,44 000 , 63 000,,60 000 ,52 000 , 74 000,,70 000 ,59 000 , 85 000,,80 000 ,68 000 , 96 000,,89 000 ,77 000 , 110 000,,99 000 ,85 000 , 120 000,,110 000 ,94 000 , 130 000,,120 000 ,100 000 , 140 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,110 000 ,95 000 , 130 000,,95 000 ,82 000 , 120 000,,95 000 ,82 000 , 110 000,,96 000 ,84 000 , 120 000,,90 000 ,78 000 , 110 000,,81 000 ,70 000 , 97 000,,74 000 ,64 000 , 92 000,,72 000 ,62 000 , 89 000,,69 000 ,59 000 , 86 000,,67 000 ,58 000 , 85 000,,70 000 ,59 000 , 87 000,,68 000 ,58 000 , 86 000,,60 000 ,53 000 , 76 000,,53 000 ,47 000 , 68 000,,49 000 ,43 000 , 59 000,,45 000 ,39 000 , 54 000,
North Macedonia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Norway,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Oman,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
